Question Concept_id,AMRS  (Question/Answer),amrs_concept_id,KenyaEMR  (Question/Answer),emr_concept_id,KenyaEMR form uuid,Comments,,,,,,,,,,,,,,,,,,,
2189,Cow milk,968,Cow milk,968,,,,,,,,,,,,,,,,,,,,,
2189,Breastfed,1402,Breastfed,155328,,,,,,,,,,,,,,,,,,,,,
2189,Solid food,1405,Solid food,159597,,,,,,,,,,,,,,,,,,,,,
2189,Infant formula ,5254,Infant formula ,5254,,,,,,,,,,,,,,,,,,,,,
2189,Water ,1404,Water ,86426,,,,,,,,,,,,,,,,,,,,,
2189,Other liquids ,1403,Other liquids ,159934,,,,,,,,,,,,,,,,,,,,,
2199,Mother self-reported antiretroviral drugs,2199,Mother self-reported antiretroviral drugs,159881,,,,,,,,,,,,,,,,,,,,,
2199,Unknown antiretroviral drug ,5811,Unknown antiretroviral drug ,5811,,,,,,,,,,,,,,,,,,,,,
2199,Other antiretroviral drug,5424,Other antiretroviral drug,5424,,,,,,,,,,,,,,,,,,,,,
2199,Zidovudine and Lamivudine,630,Zidovudine and Lamivudine,630,,,,,,,,,,,,,,,,,,,,,
2199,Abacavir,814,Abacavir,70056,,,,,,,,,,,,,,,,,,,,,
2199,Zidovudine,797,Zidovudine,86663,,,,,,,,,,,,,,,,,,,,,
2199,DDI 125 (Didanosine) ,796,DDI 125 (Didanosine) ,74807,,,,,,,,,,,,,,,,,,,,,
2199,Efavirenz,633,Efavirenz,75523,,,,,,,,,,,,,,,,,,,,,
2199,Lamivudine ,628,Lamivudine ,78643,,,,,,,,,,,,,,,,,,,,,
2199,Lopinavir and Ritonavir ,794,Lopinavir and Ritonavir ,794,,,,,,,,,,,,,,,,,,,,,
2199,Nevirapine ,631,Nevirapine ,80586,,,,,,,,,,,,,,,,,,,,,
2199,Nelfinavir,635,Nelfinavir,80487,,,,,,,,,,,,,,,,,,,,,
2199,Tenofovir ,802,Tenofovir ,84795,,,,,,,,,,,,,,,,,,,,,
2199,Triomune-40 (Stavudine Lamivudine and Nevirapine),792,Triomune-40 (Stavudine Lamivudine and Nevirapine),792,,,,,,,,,,,,,,,,,,,,,
2199,Raltegravir,6156,Raltegravir,154378,,,,,,,,,,,,,,,,,,,,,
2199,Darunavir ,6157,Darunavir ,74258,,,,,,,,,,,,,,,,,,,,,
2199,Atazanavir,6159,Atazanavir,71647,,,,,,,,,,,,,,,,,,,,,
2199,Etravirine ,6158,Etravirine ,159810,,,,,,,,,,,,,,,,,,,,,
2199,Abacavir Lamivudine and Zidovudine ,817,Abacavir Lamivudine and Zidovudine ,817,,,,,,,,,,,,,,,,,,,,,
2199,Emtricitabine,791,Emtricitabine,75628,,,,,,,,,,,,,,,,,,,,,
2199,Rilpivirine ,10090,-,-,,,,,,,,,,,,,,,,,,,,,
2199,Ritonavir,795,Ritonavir,83412,,,,,,,,,,,,,,,,,,,,,
2199,Eviplera ,9435,-,-,,,,,,,,,,,,,,,,,,,,,
2199,Dolutegravir,9759,Dolutegravir,164967,,,,,,,,,,,,,,,,,,,,,
2199,Abacavir Lamivudine Lopinavir and Ritonavir,9051,Abacavir Lamivudine Lopinavir and Ritonavir,162200,,,,,,,,,,,,,,,,,,,,,
2199,Dolutegravir Lamivudine and Tenofovir,10268,Dolutegravir Lamivudine and Tenofovir,164969,,,,,,,,,,,,,,,,,,,,,
2199,Atazanavir and Ritonavir ,6160,Atazanavir and Ritonavir ,159809,,,,,,,,,,,,,,,,,,,,,
2199,Stavudine,625,Stavudine,84309,,,,,,,,,,,,,,,,,,,,,
2199,Lamivudine and Tenofovir,1400,Lamivudine and Tenofovir,161364,,,,,,,,,,,,,,,,,,,,,
2199,Emtricitabine and Tenofovir,6180,Emtricitabine and Tenofovir,104567,,,,,,,,,,,,,,,,,,,,,
2199,Indinavir,749,Indinavir,77995,,,,,,,,,,,,,,,,,,,,,
2199,Nevirapine Lamivudine and Zidovudine,6467,Nevirapine Lamivudine and Zidovudine,1652,,,,,,,,,,,,,,,,,,,,,
2199,Lamivudine and Stavudine,6965,Lamivudine and Stavudine,161363,,,,,,,,,,,,,,,,,,,,,
2199,Tenofovir and Lamivudine and Efavirenz,6964,Tenofovir and Lamivudine and Efavirenz,164505,,,,,,,,,,,,,,,,,,,,,
2199,Abacavir and Lamivudine ,6679,Abacavir and Lamivudine ,103166,,,,,,,,,,,,,,,,,,,,,
2199,DDI 200 (Didanosine),796,DDI 200 (Didanosine),74807,,,,,,,,,,,,,,,,,,,,,
2199,Didanosine ,796,Didanosine ,74807,,,,,,,,,,,,,,,,,,,,,
2199,d4t-30 (Stavudine),625,d4t-30 (Stavudine),84309,,,,,,,,,,,,,,,,,,,,,
2199,Stavudine Lamivudine and Nevirapine,792,Stavudine Lamivudine and Nevirapine,792,,,,,,,,,,,,,,,,,,,,,
2199,Triomune-30 (Stavudine Lamivudine and Nevirapine) ,792,Triomune-30 (Stavudine Lamivudine and Nevirapine) ,792,,,,,,,,,,,,,,,,,,,,,
2199,d4t-40 (Stavudine),625,d4t-40 (Stavudine),84309,,,,,,,,,,,,,,,,,,,,,
2200,Competency using infant formula,2200,Competency using infant formula,159880,,,,,,,,,,,,,,,,,,,,,
2200,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
2200,Yes,1065,Yes,1065,,,,,,,,,,,,,,,,,,,,,
2204,"Guardian's civil status, detailed",2204,-,-,,,,,,,,,,,,,,,,,,,,,
2204,Guardian's civil status ,2181,-,-,,,,,,,,,,,,,,,,,,,,,
2204,Freetext general ,1915,Freetext general ,160632,,,,,,,,,,,,,,,,,,,,,
2205,"Person the child currently living with, detailed",2205,-,-,,,,,,,,,,,,,,,,,,,,,
2205,Person the child currently living with,2180,Person the child currently living with,159892,,,,,,,,,,,,,,,,,,,,,
2205,Freetext general,1915,Freetext general,160632,,,,,,,,,,,,,,,,,,,,,
2208,"Immunizations up to date, coded",2208,"Immunizations up to date, coded",5585,,,,,,,,,,,,,,,,,,,,,
2208,No ,1066,No ,1066,,,,,,,,,,,,,,,,,,,,,
2208,Yes ,1065,Yes ,1065,,,,,,,,,,,,,,,,,,,,,
2208,Unknown ,1067,Unknown ,1067,,,,,,,,,,,,,,,,,,,,,
5573,Number of siblings,5573,Number of siblings,5573,,,,,,,,,,,,,,,,,,,,,
5916,Birth weight (kg),5916,Birth weight (kg),5916,,,,,,,,,,,,,,,,,,,,,
6061,Child breast fed in past,6061,Child breast fed in past,6061,Datatype,,,,,,,,,,,,,,,,,,,,
6061,No ,1066,No ,1066,,,,,,,,,,,,,,,,,,,,,
6061,Unknown ,1067,Unknown ,1067,,,,,,,,,,,,,,,,,,,,,
6061,Yes,1065,Yes,1065,,,,,,,,,,,,,,,,,,,,,



1884,"Abdominal tenderness, location",1884,-,-,,,,,,,,,,,,,,,,,,,,,
1884,Left upper quadrant ,1883,Left upper quadrant ,160380,,,,,,,,,,,,,,,,,,,,,
1884,Right upper quadrant ,5107,Right upper quadrant ,5107,,,,,,,,,,,,,,,,,,,,,
1884,Left lower quadrant ,5104,Left lower quadrant ,5104,,,,,,,,,,,,,,,,,,,,,
1884,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
1884,Right lower quadrant ,1882,Right lower quadrant ,160381,,,,,,,,,,,,,,,,,,,,,
1884,Epigastric ,5099,Epigastric ,5099,,,,,,,,,,,,,,,,,,,,,
1884,Suprapubic,575,Suprapubic,575,,,,,,,,,,,,,,,,,,,,,
2057,Number of children under 18 months old living in home,2057,-,-,,,,,,,,,,,,,,,,,,,,,
2062,Circumcized,2062,Circumcized,161803,Datatype,,,,,,,,,,,,,,,,,,,,
2062,No,1066,No,1066,,,,,,,,,,,,,,,,,,,,,
2062,Yes,1065,Yes,1065,,,,,,,,,,,,,,,,,,,,,
2062,Uknown,1067,Uknown,1067,,,,,,,,,,,,,,,,,,,,,
2066,"Stopped smoking cigarettes, weeks",2066,-,-,,,,,,,,,,,,,,,,,,,,,
2067,"Stopped smoking cigarettes, months",2067,-,-,,,,,,,,,,,,,,,,,,,,,
2068,"Stopped smoking cigarettes, years",2068,"Stopped smoking cigarettes, years",159932,,,,,,,,,,,,,,,,,,,,,
2069,Number of sticks of cigarettes per day,2069,Number of sticks of cigarettes per day,1546,,,,,,,,,,,,,,,,,,,,,
2070,Duration of current or past cigarette use in years,2070,Duration of current or past cigarette use in years,159931,,,,,,,,,,,,,,,,,,,,,
2084,"Hospitalizations in past year, detailed",2084,-,-,,,,,,,,,,,,,,,,,,,,,
2084,Number of hospitalizations in past year ,5704,Number of hospitalizations in past year ,5704,,,,,,,,,,,,,,,,,,,,,
2084,Admission diagnosis ,1929,-,-,,,,,,,,,,,,,,,,,,,,,
2089,Allergy to other medicine name,2089,-,-,,,,,,,,,,,,,,,,,,,,,
2157,Patient reported past antiretroviral treatment,2157,Patient reported past antiretroviral treatment,159910,,,,,,,,,,,,,,,,,,,,,
2157,Lopinavir 80mg and Ritonavir 20mg SOL (LPV 80mg and RIT 20mg SOL) (Lopinavir and Ritonavir),794,Lopinavir 80mg and Ritonavir 20mg SOL (LPV 80mg and RIT 20mg SOL) (Lopinavir and Ritonavir),794,,,,,,,,,,,,,,,,,,,,,
2157,Darunavir 75mg (Darunavir) ,6157,Darunavir 75mg (Darunavir) ,74258,,,,,,,,,,,,,,,,,,,,,
2157,Darunavir 150mg (Darunavir),6157,Darunavir 150mg (Darunavir),74258,,,,,,,,,,,,,,,,,,,,,
2157,Unknown antiretroviral drug ,5811,Unknown antiretroviral drug ,5811,,,,,,,,,,,,,,,,,,,,,
2157,Other antiretroviral drug ,5424,Other antiretroviral drug ,5424,,,,,,,,,,,,,,,,,,,,,
2157,Nelfinavir,635,Nelfinavir,80487,,,,,,,,,,,,,,,,,,,,,
2157,No ,1066,No ,1066,,,,,,,,,,,,,,,,,,,,,
2157,Yes,1065,Yes,1065,,,,,,,,,,,,,,,,,,,,,
2157,Emtricitabine 200 and Tenofovir 300 (Emtricitabine and Tenofovir),6180,Emtricitabine 200 and Tenofovir 300 (Emtricitabine and Tenofovir),104567,,,,,,,,,,,,,,,,,,,,,
2157,Emtricitabine ,791,Emtricitabine ,75628,,,,,,,,,,,,,,,,,,,,,
2157,Etravirine ,6158,Etravirine ,159810,,,,,,,,,,,,,,,,,,,,,
2157,Rilpivirine ,10090,-,-,,,,,,,,,,,,,,,,,,,,,
2157,Abacavir Lamivudine Lopinavir and Ritonavir,9051,Abacavir Lamivudine Lopinavir and Ritonavir,162200,,,,,,,,,,,,,,,,,,,,,
2157,Atazanavir 300mg and Ritonavir 100mg tab (Atazanavir and Ritonavir),6160,Atazanavir 300mg and Ritonavir 100mg tab (Atazanavir and Ritonavir),159809,,,,,,,,,,,,,,,,,,,,,
2157,Ritonavir 100mg cap(Norvir SEC 100mg cap) (Ritonavir),795,Ritonavir 100mg cap(Norvir SEC 100mg cap) (Ritonavir),83412,,,,,,,,,,,,,,,,,,,,,
2157,Dolutegravir 50mg (Dolutegravir),9759,Dolutegravir 50mg (Dolutegravir),164967,,,,,,,,,,,,,,,,,,,,,
2157,Dolutegravir 50mg and Lamivudine 300mg and Tenofovir 300mg (Dolutegravir Lamivudine and Tenofovir) ,10268,Dolutegravir 50mg and Lamivudine 300mg and Tenofovir 300mg (Dolutegravir Lamivudine and Tenofovir) ,164969,,,,,,,,,,,,,,,,,,,,,
2157,Stavudine ,625,Stavudine ,84309,,,,,,,,,,,,,,,,,,,,,
2157,3TC 150 and d4t 30 (Lamivudine and Stavudine) ,6965,3TC 150 and d4t 30 (Lamivudine and Stavudine) ,161363,,,,,,,,,,,,,,,,,,,,,
2157,TDF 300 and 3TC 300 and EFV 600 (Tenofovir and Lamivudine and Efavirenz) ,6964,TDF 300 and 3TC 300 and EFV 600 (Tenofovir and Lamivudine and Efavirenz) ,164505,,,,,,,,,,,,,,,,,,,,,
2157,Raltegravir 400mg (Raltegravir) ,6156,Raltegravir 400mg (Raltegravir) ,154378,,,,,,,,,,,,,,,,,,,,,
2157,Nevirapine,631,Nevirapine,80586,,,,,,,,,,,,,,,,,,,,,
2157,Lamivudine ,628,Lamivudine ,78643,,,,,,,,,,,,,,,,,,,,,
2157,Zidovudine ,797,Zidovudine ,86663,,,,,,,,,,,,,,,,,,,,,
2157,Efavirenz ,633,Efavirenz ,75523,,,,,,,,,,,,,,,,,,,,,
2157,Abacavir ,814,Abacavir ,70056,,,,,,,,,,,,,,,,,,,,,
2157,NVP 200 and 3TC 150 and ZDV 300 (Nevirapine Lamivudine and Zidovudine),6467,NVP 200 and 3TC 150 and ZDV 300 (Nevirapine Lamivudine and Zidovudine),1652,,,,,,,,,,,,,,,,,,,,,
2157,Zidovudine and Lamivudine ,630,Zidovudine and Lamivudine ,630,,,,,,,,,,,,,,,,,,,,,
2157,Lopinavir 40mg and Ritonavir 10mg (Lopinavir and Ritonavir),794,Lopinavir 40mg and Ritonavir 10mg (Lopinavir and Ritonavir),794,,,,,,,,,,,,,,,,,,,,,
2157,DDI 125 (Didanosine),796,DDI 125 (Didanosine),74807,,,,,,,,,,,,,,,,,,,,,
2157,Tenofovir,802,Tenofovir,84795,,,,,,,,,,,,,,,,,,,,,
2157,Lamivudine and Tenofovir ,1400,Lamivudine and Tenofovir ,161364,,,,,,,,,,,,,,,,,,,,,
2157,Indinavir ,749,Indinavir ,77995,,,,,,,,,,,,,,,,,,,,,
2157,Triomune-40 (Stavudine Lamivudine and Nevirapine),792,Triomune-40 (Stavudine Lamivudine and Nevirapine),792,,,,,,,,,,,,,,,,,,,,,
2157,Darunavir ,6157,Darunavir ,74258,,,,,,,,,,,,,,,,,,,,,
2157,Atazanavir and RITonavir ,6160,Atazanavir and RITonavir ,159809,,,,,,,,,,,,,,,,,,,,,
2157,Ritonavir 80mg/ml SYR (Norvir 80mg/ml SYR) (Ritonavir) ,795,Ritonavir 80mg/ml SYR (Norvir 80mg/ml SYR) (Ritonavir) ,83412,,,,,,,,,,,,,,,,,,,,,
2157,Dolutegravir,9759,Dolutegravir,164967,,,,,,,,,,,,,,,,,,,,,
2157,Dolutegravir Lamivudine and Tenofovir ,10268,Dolutegravir Lamivudine and Tenofovir ,164969,,,,,,,,,,,,,,,,,,,,,
2157,Lopinavir and Ritonavir ,794,Lopinavir and Ritonavir ,794,,,,,,,,,,,,,,,,,,,,,
2157,d4t-40 (Stavudine) ,625,d4t-40 (Stavudine) ,84309,,,,,,,,,,,,,,,,,,,,,
2157,d4t-30 (Stavudine) ,625,d4t-30 (Stavudine) ,84309,,,,,,,,,,,,,,,,,,,,,
2157,Didanosine ,796,Didanosine ,74807,,,,,,,,,,,,,,,,,,,,,
2157,Triomune-30 (Stavudine Lamivudine and Nevirapine) ,792,Triomune-30 (Stavudine Lamivudine and Nevirapine) ,792,,,,,,,,,,,,,,,,,,,,,
2157,DDI 200 (Didanosine),796,DDI 200 (Didanosine),74807,,,,,,,,,,,,,,,,,,,,,
2157,Stavudine Lamivudine and Nevirapine ,792,Stavudine Lamivudine and Nevirapine ,792,,,,,,,,,,,,,,,,,,,,,
2157,Lamivudine and Stavudine,6965,Lamivudine and Stavudine,161363,,,,,,,,,,,,,,,,,,,,,
2157,Tenofovir and Lamivudine and Efavirenz ,6964,Tenofovir and Lamivudine and Efavirenz ,164505,,,,,,,,,,,,,,,,,,,,,
2157,Raltegravir,6156,Raltegravir,154378,,,,,,,,,,,,,,,,,,,,,
2157,Nevirapine 200mg (Nevirapine) ,631,Nevirapine 200mg (Nevirapine) ,80586,,,,,,,,,,,,,,,,,,,,,
2157,Lamivudine 150mg (Lamivudine),628,Lamivudine 150mg (Lamivudine),78643,,,,,,,,,,,,,,,,,,,,,
2157,Zidovudine 300mg (Zidovudine),797,Zidovudine 300mg (Zidovudine),86663,,,,,,,,,,,,,,,,,,,,,
2157,Efavirenz 600mg (Efavirenz),633,Efavirenz 600mg (Efavirenz),75523,,,,,,,,,,,,,,,,,,,,,
2157,Abacavir 300mg (Abacavir),814,Abacavir 300mg (Abacavir),70056,,,,,,,,,,,,,,,,,,,,,
2157,Nevirapine Lamivudine and Zidovudine ,6467,Nevirapine Lamivudine and Zidovudine ,1652,,,,,,,,,,,,,,,,,,,,,
2157,3TC 150 and ZDV 300 (Zidovudine and Lamivudine),630,3TC 150 and ZDV 300 (Zidovudine and Lamivudine),630,,,,,,,,,,,,,,,,,,,,,
2157,LPV 200 and RIT 50 (Lopinavir and Ritonavir),794,LPV 200 and RIT 50 (Lopinavir and Ritonavir),794,,,,,,,,,,,,,,,,,,,,,
2157,DDI 250 EC (Didanosine),796,DDI 250 EC (Didanosine),74807,,,,,,,,,,,,,,,,,,,,,
2157,DDI 400 EC (Didanosine),796,DDI 400 EC (Didanosine),74807,,,,,,,,,,,,,,,,,,,,,
2157,Tenofovir 300mg (Tenofovir),802,Tenofovir 300mg (Tenofovir),84795,,,,,,,,,,,,,,,,,,,,,
2157,3TC 300 and TDF 300 (Lamivudine and Tenofovir) ,1400,3TC 300 and TDF 300 (Lamivudine and Tenofovir) ,161364,,,,,,,,,,,,,,,,,,,,,
2157,Indinavir 400mg (Indinavir),749,Indinavir 400mg (Indinavir),77995,,,,,,,,,,,,,,,,,,,,,
2157,NVP 200 and d4t 30 and 3TC 150 (Stavudine Lamivudine and Nevirapine),792,NVP 200 and d4t 30 and 3TC 150 (Stavudine Lamivudine and Nevirapine),792,,,,,,,,,,,,,,,,,,,,,



2202,"Reason for not picking own meds, detailed",2202,-,-,,,,,,,,,,,,,,,,,,,,,
1549,Reason for not picking own meds ,1549,Reason for not picking own meds ,1820,,,,,,,,,,,,,,,,,,,,,
1549,Travel ,1546,Travel ,124153,,,,,,,,,,,,,,,,,,,,,
1549,Health issues ,1548,Health issues ,160585,,,,,,,,,,,,,,,,,,,,,
1549,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
1549,Work or school ,1547,-,-,,,,,,,,,,,,,,,,,,,,,
1549,Inpatient care or hospitalization ,5485,Inpatient care or hospitalization ,5485,,,,,,,,,,,,,,,,,,,,,
1549,Transport problems ,820,Transport problems ,820,,,,,,,,,,,,,,,,,,,,,
1915,Freetext general ,1915,Freetext general ,160632,,,,,,,,,,,,,,,,,,,,,
2203,"Individual who picked drugs, detailed",2203,-,-,,,,,,,,,,,,,,,,,,,,,
1412,Individual who picked drugs ,1412,Individual who picked drugs ,,,,,,,,,,,,,,,,,,,,,,
1412,Neighbor ,1411,Neighbor ,163502,,,,,,,,,,,,,,,,,,,,,
1412,Friend ,5618,Friend ,5618,,,,,,,,,,,,,,,,,,,,,
1412,Father ,971,Father ,971,,,,,,,,,,,,,,,,,,,,,
1412,Caretaker ,1410,Caretaker ,160639,,,,,,,,,,,,,,,,,,,,,
1412,Mother,970,Mother,970,,,,,,,,,,,,,,,,,,,,,
1412,Other family member,5620,Other family member,5620,,,,,,,,,,,,,,,,,,,,,
1412,Sibling ,972,Sibling ,972,,,,,,,,,,,,,,,,,,,,,
1412,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
1412,Children's home,2036,Children's home,162722,,,,,,,,,,,,,,,,,,,,,
1412,Self ,978,Self ,978,,,,,,,,,,,,,,,,,,,,,
1412,Treatment supporter ,9025,Treatment supporter ,161642,,,,,,,,,,,,,,,,,,,,,
1915,Freetext general,1915,Freetext general,160632,,,,,,,,,,,,,,,,,,,,,



1553,Number of attempts,1553,-,-,,Kenya EMR using concept id 1639 whci does not match the AMRS concept. ,,,,,,,,,,,,,,,,,,,
1554,Successful,1554,-,-,,,,,,,,,,,,,,,,,,,,,
1559,Patient found,1559,-,-,,,,,,,,,,,,,,,,,,,,,
1568,Date found,1568,-,-,,,,,,,,,,,,,,,,,,,,,
1592,Missed returned visit date,1592,-,-,,,,,,,,,,,,,,,,,,,,,
1725,Not followed up,1725,-,-,,,,,,,,,,,,,,,,,,,,,
1725,Distance too far,1551,-,-,,,,,,,,,,,,,,,,,,,,,
1725,No locator form ,1550,No locator form ,165073,,,,,,,,,,,,,,,,,,,,,
1725,Patient refusal ,1504,Patient refusal ,127750,,,,,,,,,,,,,,,,,,,,,
1725,Inadequate locator information,1561,Inadequate locator information,165072,,,,,,,,,,,,,,,,,,,,,
1725,Phone not connecting ,1560,Phone not connecting ,1567,,,,,,,,,,,,,,,,,,,,,
1725,Patient died,1593,Patient died,160034,,,,,,,,,,,,,,,,,,,,,
1725,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
1725,Relocated ,1562,Relocated ,160415,,,,,,,,,,,,,,,,,,,,,
1725,Wrong phone number,9065,-,-,,,,,,,,,,,,,,,,,,,,,
1726,Follow-up action,1726,-,-,,,,,,,,,,,,,,,,,,,,,
1558,Patient contact method ,1558,Patient contact method ,164966,,,,,,,,,,,,,,,,,,,,,
1553,Number of attempts ,1553,-,-,,,,,,,,,,,,,,,,,,,,,
1554,Successful ,1554,-,-,,,,,,,,,,,,,,,,,,,,,
1777,"Return visit date, reported by patient",1777,-,-,,,,,,,,,,,,,,,,,,,,,
1952,Caregiver AMPATH patient,1952,Caregiver AMPATH patient,163777,,,,,,,,,,,,,,,,,,,,,
1952,No ,1066,No ,1066,,,,,,,,,,,,,,,,,,,,,
1952,Yes ,1065,Yes ,1065,,,,,,,,,,,,,,,,,,,,,
1952,Do not know ,1624,-,-,,,,,,,,,,,,,,,,,,,,,
1957,"Health issues, detailed",1957,-,-,,,,,,,,,,,,,,,,,,,,,
1957,Patient,1950,Patient,162571,,,,,,,,,,,,,,,,,,,,,
1957,Caretaker ,1410,Caretaker ,160639,,,,,,,,,,,,,,,,,,,,,
6107,"Location of contact, detailed",6107,-,-,,,,,,,,,,,,,,,,,,,,,
6107,Location of contact ,1569,-,-,,,,,,,,,,,,,,,,,,,,,
6107,Freetext general ,1915,Freetext general ,160632,,,,,,,,,,,,,,,,,,,,,
6109,Investigation for cause of death,6109,Investigation for cause of death,1602,,,,,,,,,,,,,,,,,,,,,
6109,No ,1066,No ,1066,,,,,,,,,,,,,,,,,,,,,
6109,Yes ,1065,Yes ,1065,,,,,,,,,,,,,,,,,,,,,
6109,Unknown ,1067,Unknown ,1067,,,,,,,,,,,,,,,,,,,,,
6140,Plan to return to clinic,6140,Plan to return to clinic,159822,,,,,,,,,,,,,,,,,,,,,
6140,No ,1066,No ,1066,,,,,,,,,,,,,,,,,,,,,
6140,Unknown ,1067,Unknown ,1067,,,,,,,,,,,,,,,,,,,,,
6140,Yes ,1065,Yes ,1065,,,,,,,,,,,,,,,,,,,,,
6187,"Reason for missed visit, detailed",6187,-,-,,,,,,,,,,,,,,,,,,,,,
6187,Reason for missed visit ,1733,Reason for missed visit ,159796,Datatype,,,,,,,,,,,,,,,,,,,,
6187,Freetext general ,1915,Freetext general ,160632,,,,,,,,,,,,,,,,,,,,,



6108,Confirmed or estimated date of death,6108,Confirmed or estimated date of death,1544,Datatype,,,,,,,,,,,,,,,,,,,,
6108,Confirmed ,6137,Confirmed ,FALSE,,,,,,,,,,,,,,,,,,,,,
6108,Estimated ,6138,Estimated ,TRUE,,,,,,,,,,,,,,,,,,,,,
6182,Death location,6182,Death location,1541,,,,,,,,,,,,,,,,,,,,,
6182,Home ,1567,Home ,1536,,,,,,,,,,,,,,,,,,,,,
6182,Hospital ,6181,Hospital ,1589,,,,,,,,,,,,,,,,,,,,,
6182,Other non-coded ,5622,Other non-coded ,5622,,,,,,,,,,,,,,,,,,,,,
6182,Unknown ,1067,Unknown ,1067,,,,,,,,,,,,,,,,,,,,,
6182,Health centre hospitals,1275,Health centre hospitals,1275,,,,,,,,,,,,,,,,,,,,,
6182,Private clinic,1863,Private clinic,160479,,,,,,,,,,,,,,,,,,,,,
6183,"Death location, detailed",6183,-,-,,,,,,,,,,,,,,,,,,,,,
6183,Death location ,6182,Death location ,1541,,,,,,,,,,,,,,,,,,,,,
6183,Freetext general ,1915,Freetext general ,160632,,,,,,,,,,,,,,,,,,,,,
6186,Provider department,6186,Provider department,164918,,,,,,,,,,,,,,,,,,,,,
6186,Outreach ,6184,Outreach ,159927,,,,,,,,,,,,,,,,,,,,,
6186,Social work ,1580,-,-,,,,,,,,,,,,,,,,,,,,,
6186,Nutritional support ,5484,Nutritional support ,5484,,,,,,,,,,,,,,,,,,,,,
6186,Psychosocial support ,1581,-,-,,,,,,,,,,,,,,,,,,,,,
6186,Clinical department ,6185,-,-,,,,,,,,,,,,,,,,,,,,,
6186,Community health worker ,1862,Community health worker ,163096,,,,,,,,,,,,,,,,,,,,,
6186,Peer group ,9788,-,-,,,,,,,,,,,,,,,,,,,,,



1917,Missed medication for past month,1917,-,-,,,,,,,,,,,,,,,,,,,,,
1917,Missed medication added ,1916,-,-,,,,,,,,,,,,,,,,,,,,,
1917,Missed medication reason ,1668,Missed medication reason ,160582,,,,,,,,,,,,,,,,,,,,,
1917,Freetext general ,1915,Freetext general ,160632,,,,,,,,,,,,,,,,,,,,,



1054,Civil status,1054,Civil status,1054,,,,,,,,,,,,,,,,,,,,,
1054,Separated ,1056,Separated ,1056,,,,,,,,,,,,,,,,,,,,,
1054,Never married ,1057,Never married ,1057,,,,,,,,,,,,,,,,,,,,,
1054,Divorced ,1058,Divorced ,1058,,,,,,,,,,,,,,,,,,,,,
1054,Widowed,1059,Widowed,1059,,,,,,,,,,,,,,,,,,,,,
1054,Living with partner ,1060,Living with partner ,1060,,,,,,,,,,,,,,,,,,,,,
1054,Married ,5555,Married ,5555,,,,,,,,,,,,,,,,,,,,,
1054,Friend ,5618,Friend ,5618,,,,,,,,,,,,,,,,,,,,,
1054,Not applicable ,1175,Not applicable ,1175,,,,,,,,,,,,,,,,,,,,,
1054,Polygamous ,6290,Polygamous ,159715,,,,,,,,,,,,,,,,,,,,,
1054,Partner ,1670,Partner ,1477,,,,,,,,,,,,,,,,,,,,,
1054,Casual sexual partner ,10479,Casual sexual partner ,163565,,,,,,,,,,,,,,,,,,,,,
1054,Other non-coded,5622,Other non-coded,5622,,,,,,,,,,,,,,,,,,,,,
1356,HIV tested this visit,1356,HIV tested this visit,164401,,,,,,,,,,,,,,,,,,,,,
1356,Not applicable ,1175,Not applicable ,1175,,,,,,,,,,,,,,,,,,,,,
1356,No ,1066,No ,1066,,,,,,,,,,,,,,,,,,,,,
1356,Yes ,1065,Yes ,1065,,,,,,,,,,,,,,,,,,,,,
1356,Refusal ,1958,Refusal ,127750,,,,,,,,,,,,,,,,,,,,,
1361,HIV tested previously,1361,-,-,,,,,,,,,,,,,,,,,,,,,
1362,HIV test result previously,1362,-,-,,,,,,,,,,,,,,,,,,,,,
1362,Indeterminate ,1138,Indeterminate ,1138,,,,,,,,,,,,,,,,,,,,,
1362,Negative,664,Negative,664,,,,,,,,,,,,,,,,,,,,,
1362,Positive ,703,Positive ,703,,,,,,,,,,,,,,,,,,,,,
1362,Not done ,1118,Not done ,1118,,,,,,,,,,,,,,,,,,,,,
1362,Unknown ,1067,Unknown ,1067,,,,,,,,,,,,,,,,,,,,,
1362,Not applicable ,1175,Not applicable ,1175,,,,,,,,,,,,,,,,,,,,,
1605,Highest education,1605,Highest education level,1712,,,,,,,,,,,,,,,,,,,,,
1605,Standard 1 to 3 ,1600,-,-,,,,,,,,,,,,,,,,,,,,,
1605,None ,1107,None ,1107,,,,,,,,,,,,,,,,,,,,,
1605,Standard 4 to 8 ,1601,-,-,,,,,,,,,,,,,,,,,,,,,
1605,University ,1604,University ,159785,,,,,,,,,,,,,,,,,,,,,
1605,Form 1 to 2 ,1602,-,-,,,,,,,,,,,,,,,,,,,,,
1605,Form 3 to 4 ,1603,-,-,,,,,,,,,,,,,,,,,,,,,
1605,College ,6216,College ,159785,,,,,,,,,,,,,,,,,,,,,
